,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
2211,Latvia,LVA,2021-01-28,22173.0,17064.0,5109.0,779.0,493.0,1.18,0.9,0.27,261.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2212,Latvia,LVA,2021-01-29,23135.0,17116.0,6019.0,962.0,600.0,1.23,0.91,0.32,318.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2213,Latvia,LVA,2021-01-30,23443.0,17120.0,6323.0,308.0,606.0,1.24,0.91,0.34,321.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2216,Latvia,LVA,2021-02-02,26771.0,17268.0,9503.0,1808.0,885.0,1.42,0.92,0.5,469.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2217,Latvia,LVA,2021-02-03,28390.0,17508.0,10882.0,1619.0,999.0,1.51,0.93,0.58,530.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2218,Latvia,LVA,2021-02-04,29893.0,17648.0,12245.0,1503.0,1103.0,1.58,0.94,0.65,585.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2219,Latvia,LVA,2021-02-05,31560.0,17809.0,13751.0,1667.0,1204.0,1.67,0.94,0.73,638.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2220,Latvia,LVA,2021-02-06,32126.0,17818.0,14308.0,566.0,1240.0,1.7,0.94,0.76,657.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2221,Latvia,LVA,2021-02-07,32251.0,17820.0,14431.0,125.0,1150.0,1.71,0.94,0.77,610.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2222,Latvia,LVA,2021-02-08,32662.0,18075.0,14587.0,411.0,1100.0,1.73,0.96,0.77,583.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2223,Latvia,LVA,2021-02-09,32846.0,18216.0,14630.0,184.0,868.0,1.74,0.97,0.78,460.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2224,Latvia,LVA,2021-02-10,33470.0,18643.0,14827.0,624.0,726.0,1.77,0.99,0.79,385.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2225,Latvia,LVA,2021-02-11,35245.0,19738.0,15507.0,1775.0,765.0,1.87,1.05,0.82,406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2226,Latvia,LVA,2021-02-12,36972.0,20911.0,16061.0,1727.0,773.0,1.96,1.11,0.85,410.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2227,Latvia,LVA,2021-02-13,37371.0,21134.0,16237.0,399.0,749.0,1.98,1.12,0.86,397.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2228,Latvia,LVA,2021-02-14,37392.0,21135.0,16257.0,21.0,734.0,1.98,1.12,0.86,389.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2229,Latvia,LVA,2021-02-15,38261.0,21850.0,16411.0,869.0,800.0,2.03,1.16,0.87,424.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2230,Latvia,LVA,2021-02-16,39631.0,23153.0,16478.0,1370.0,969.0,2.1,1.23,0.87,514.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2231,Latvia,LVA,2021-02-17,41623.0,24967.0,16656.0,1992.0,1165.0,2.21,1.32,0.88,618.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2232,Latvia,LVA,2021-02-18,43165.0,26456.0,16709.0,1542.0,1131.0,2.29,1.4,0.89,600.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2233,Latvia,LVA,2021-02-19,44484.0,27720.0,16764.0,1319.0,1073.0,2.36,1.47,0.89,569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2234,Latvia,LVA,2021-02-20,45253.0,28471.0,16782.0,769.0,1126.0,2.4,1.51,0.89,597.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2237,Latvia,LVA,2021-02-23,49982.0,33138.0,16844.0,2246.0,1479.0,2.65,1.76,0.89,784.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2238,Latvia,LVA,2021-02-24,53975.0,37100.0,16875.0,3993.0,1765.0,2.86,1.97,0.89,936.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2291,Lithuania,LTU,2021-01-17,52052.0,50963.0,1089.0,1131.0,4079.0,1.91,1.87,0.04,1498.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2292,Lithuania,LTU,2021-01-18,56551.0,53789.0,2762.0,4499.0,4407.0,2.08,1.98,0.1,1619.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2293,Lithuania,LTU,2021-01-19,62836.0,56165.0,6671.0,6285.0,5007.0,2.31,2.06,0.25,1839.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2294,Lithuania,LTU,2021-01-20,66305.0,57802.0,8503.0,3469.0,4624.0,2.44,2.12,0.31,1699.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2295,Lithuania,LTU,2021-01-21,67854.0,58714.0,9140.0,1549.0,3613.0,2.49,2.16,0.34,1327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2296,Lithuania,LTU,2021-01-22,68247.0,59037.0,9210.0,393.0,2632.0,2.51,2.17,0.34,967.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2297,Lithuania,LTU,2021-01-23,68255.0,59045.0,9210.0,8.0,2476.0,2.51,2.17,0.34,910.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2300,Lithuania,LTU,2021-01-26,71458.0,61618.0,9840.0,3101.0,1232.0,2.62,2.26,0.36,453.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2301,Lithuania,LTU,2021-01-27,78351.0,65457.0,12894.0,6893.0,1721.0,2.88,2.4,0.47,632.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2302,Lithuania,LTU,2021-01-28,85419.0,68839.0,16580.0,7068.0,2509.0,3.14,2.53,0.61,922.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2303,Lithuania,LTU,2021-01-29,93473.0,71831.0,21642.0,8054.0,3604.0,3.43,2.64,0.79,1324.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2304,Lithuania,LTU,2021-01-30,94100.0,72025.0,22075.0,627.0,3692.0,3.46,2.65,0.81,1356.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2305,Lithuania,LTU,2021-01-31,94108.0,72033.0,22075.0,8.0,3686.0,3.46,2.65,0.81,1354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2306,Lithuania,LTU,2021-02-01,96991.0,73085.0,23906.0,2883.0,4091.0,3.56,2.68,0.88,1503.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2307,Lithuania,LTU,2021-02-02,100852.0,74742.0,26110.0,3861.0,4199.0,3.7,2.75,0.96,1542.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2308,Lithuania,LTU,2021-02-03,107573.0,76374.0,31199.0,6721.0,4175.0,3.95,2.81,1.15,1534.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2309,Lithuania,LTU,2021-02-04,117342.0,77903.0,39439.0,9769.0,4560.0,4.31,2.86,1.45,1675.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2310,Lithuania,LTU,2021-02-05,124573.0,78869.0,45704.0,7231.0,4443.0,4.58,2.9,1.68,1632.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2311,Lithuania,LTU,2021-02-06,125298.0,78938.0,46360.0,725.0,4457.0,4.6,2.9,1.7,1637.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2312,Lithuania,LTU,2021-02-07,125395.0,78941.0,46454.0,97.0,4470.0,4.61,2.9,1.71,1642.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2313,Lithuania,LTU,2021-02-08,128048.0,79171.0,48877.0,2653.0,4437.0,4.7,2.91,1.8,1630.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2314,Lithuania,LTU,2021-02-09,130895.0,80249.0,50646.0,2847.0,4292.0,4.81,2.95,1.86,1577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2315,Lithuania,LTU,2021-02-10,136987.0,84719.0,52268.0,6092.0,4202.0,5.03,3.11,1.92,1544.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2316,Lithuania,LTU,2021-02-11,146017.0,92445.0,53572.0,9030.0,4096.0,5.36,3.4,1.97,1505.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2317,Lithuania,LTU,2021-02-12,153284.0,98735.0,54549.0,7267.0,4102.0,5.63,3.63,2.0,1507.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2318,Lithuania,LTU,2021-02-13,153729.0,99180.0,54549.0,445.0,4062.0,5.65,3.64,2.0,1492.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2321,Lithuania,LTU,2021-02-16,158885.0,103433.0,55452.0,531.0,3999.0,5.84,3.8,2.04,1469.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2322,Lithuania,LTU,2021-02-17,167047.0,107769.0,59278.0,8162.0,4294.0,6.14,3.96,2.18,1577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2323,Lithuania,LTU,2021-02-18,178153.0,114199.0,63954.0,11106.0,4591.0,6.54,4.19,2.35,1686.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2324,Lithuania,LTU,2021-02-19,188465.0,121212.0,67253.0,10312.0,5026.0,6.92,4.45,2.47,1846.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2325,Lithuania,LTU,2021-02-20,189476.0,122161.0,67315.0,1011.0,5107.0,6.96,4.49,2.47,1876.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2328,Lithuania,LTU,2021-02-23,203423.0,133450.0,69973.0,8510.0,6363.0,7.47,4.9,2.57,2337.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2329,Lithuania,LTU,2021-02-24,213945.0,143092.0,70853.0,10522.0,6700.0,7.86,5.26,2.6,2461.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2357,Luxembourg,LUX,2021-01-26,9525.0,8280.0,1245.0,971.0,604.0,1.52,1.32,0.2,965.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2358,Luxembourg,LUX,2021-01-27,10449.0,9107.0,1342.0,924.0,608.0,1.67,1.45,0.21,971.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2359,Luxembourg,LUX,2021-01-28,11373.0,9890.0,1483.0,924.0,639.0,1.82,1.58,0.24,1021.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2363,Luxembourg,LUX,2021-02-01,13241.0,11336.0,1905.0,813.0,670.0,2.12,1.81,0.3,1070.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2364,Luxembourg,LUX,2021-02-02,14252.0,11925.0,2327.0,1011.0,675.0,2.28,1.91,0.37,1078.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2365,Luxembourg,LUX,2021-02-03,15407.0,12597.0,2810.0,1155.0,708.0,2.46,2.01,0.45,1131.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2366,Luxembourg,LUX,2021-02-04,16419.0,13256.0,3163.0,1012.0,721.0,2.62,2.12,0.51,1152.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2370,Luxembourg,LUX,2021-02-08,18139.0,14089.0,4050.0,511.0,700.0,2.9,2.25,0.65,1118.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2371,Luxembourg,LUX,2021-02-09,18653.0,14227.0,4426.0,514.0,629.0,2.98,2.27,0.71,1005.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2372,Luxembourg,LUX,2021-02-10,19923.0,15052.0,4871.0,1270.0,645.0,3.18,2.4,0.78,1030.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2373,Luxembourg,LUX,2021-02-11,21390.0,16131.0,5259.0,1467.0,710.0,3.42,2.58,0.84,1134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2377,Luxembourg,LUX,2021-02-15,24024.0,18055.0,5969.0,1129.0,841.0,3.84,2.88,0.95,1344.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2378,Luxembourg,LUX,2021-02-16,25918.0,19622.0,6296.0,1894.0,1038.0,4.14,3.13,1.01,1658.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2379,Luxembourg,LUX,2021-02-17,27119.0,20605.0,6514.0,1201.0,1028.0,4.33,3.29,1.04,1642.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2380,Luxembourg,LUX,2021-02-18,28933.0,21853.0,7080.0,1814.0,1078.0,4.62,3.49,1.13,1722.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2384,Luxembourg,LUX,2021-02-22,31926.0,23685.0,8241.0,941.0,1129.0,5.1,3.78,1.32,1804.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2385,Luxembourg,LUX,2021-02-23,33370.0,24508.0,8862.0,1444.0,1065.0,5.33,3.92,1.42,1701.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/4ef75757-2888-4495-853e-22e91465550d
2427,Malta,MLT,2021-01-24,19981.0,18783.0,1198.0,1051.0,1182.0,4.53,4.25,0.27,2677.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2428,Malta,MLT,2021-01-25,21172.0,19709.0,1463.0,1191.0,1167.0,4.8,4.46,0.33,2643.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2429,Malta,MLT,2021-01-26,22371.0,20677.0,1694.0,1199.0,1156.0,5.07,4.68,0.38,2618.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2430,Malta,MLT,2021-01-27,23512.0,21417.0,2095.0,1141.0,1171.0,5.33,4.85,0.47,2652.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2431,Malta,MLT,2021-01-28,24680.0,22162.0,2518.0,1168.0,1164.0,5.59,5.02,0.57,2636.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2432,Malta,MLT,2021-01-29,25822.0,22853.0,2969.0,1142.0,1151.0,5.85,5.18,0.67,2607.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2433,Malta,MLT,2021-01-30,26847.0,23391.0,3456.0,1025.0,1131.0,6.08,5.3,0.78,2561.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2434,Malta,MLT,2021-01-31,27759.0,23811.0,3948.0,912.0,1111.0,6.29,5.39,0.89,2516.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2435,Malta,MLT,2021-02-01,29002.0,24526.0,4476.0,1243.0,1119.0,6.57,5.55,1.01,2534.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2436,Malta,MLT,2021-02-02,30252.0,25361.0,4891.0,1250.0,1126.0,6.85,5.74,1.11,2550.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2437,Malta,MLT,2021-02-03,31633.0,26223.0,5410.0,1381.0,1160.0,7.16,5.94,1.23,2627.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2438,Malta,MLT,2021-02-04,33477.0,27020.0,6457.0,1844.0,1257.0,7.58,6.12,1.46,2847.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2439,Malta,MLT,2021-02-05,35676.0,28082.0,7594.0,2199.0,1408.0,8.08,6.36,1.72,3189.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2440,Malta,MLT,2021-02-06,37586.0,28837.0,8749.0,1910.0,1534.0,8.51,6.53,1.98,3474.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2441,Malta,MLT,2021-02-07,39257.0,29339.0,9918.0,1671.0,1643.0,8.89,6.64,2.25,3721.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2442,Malta,MLT,2021-02-08,41285.0,30235.0,11050.0,2028.0,1755.0,9.35,6.85,2.5,3975.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2443,Malta,MLT,2021-02-09,43337.0,31202.0,12135.0,2052.0,1869.0,9.81,7.07,2.75,4233.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2444,Malta,MLT,2021-02-10,44598.0,31670.0,12928.0,1261.0,1852.0,10.1,7.17,2.93,4194.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2445,Malta,MLT,2021-02-11,46344.0,32524.0,13820.0,1746.0,1838.0,10.5,7.37,3.13,4163.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2446,Malta,MLT,2021-02-12,48474.0,33735.0,14739.0,2130.0,1828.0,10.98,7.64,3.34,4140.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2447,Malta,MLT,2021-02-13,50175.0,34574.0,15601.0,1701.0,1798.0,11.36,7.83,3.53,4072.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2448,Malta,MLT,2021-02-14,51641.0,35376.0,16265.0,1466.0,1769.0,11.7,8.01,3.68,4006.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2449,Malta,MLT,2021-02-15,53647.0,36545.0,17102.0,2006.0,1766.0,12.15,8.28,3.87,4000.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2450,Malta,MLT,2021-02-16,55709.0,37866.0,17843.0,2062.0,1767.0,12.62,8.58,4.04,4002.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2451,Malta,MLT,2021-02-17,57683.0,39147.0,18536.0,1974.0,1869.0,13.06,8.87,4.2,4233.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2452,Malta,MLT,2021-02-18,59702.0,40503.0,19199.0,2019.0,1908.0,13.52,9.17,4.35,4321.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
2453,Malta,MLT,2021-02-19,62059.0,42231.0,19828.0,2357.0,1941.0,14.06,9.56,4.49,4396.0,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
